0.03,-0.11,0.95
0.05,-0.11,0.97
0.02,-0.10,0.92
-0.01,-0.09,0.90
0.02,-0.11,1.01
-0.00,-0.10,0.95
-0.03,-0.11,0.82
-0.26,-0.15,0.75
-0.35,-0.16,0.73
-0.44,-0.23,0.79
-0.63,-0.41,1.13
-0.32,-0.52,1.54
0.14,-0.55,1.82
0.49,-0.54,1.85
0.69,-0.56,1.82
0.71,-0.58,1.49
0.98,-0.46,1.13
0.99,-0.33,0.97
0.90,-0.32,0.84
0.81,-0.32,0.75
0.70,-0.32,0.67
0.61,-0.23,0.55
0.54,-0.12,0.38
0.39,-0.00,0.33
0.06,0.01,0.19
-0.08,0.05,0.06
-0.02,0.29,0.15
-0.06,0.22,0.23
-0.30,0.19,0.10
-0.52,0.41,0.14
-0.65,0.27,0.28
-0.64,0.21,0.35
-0.80,0.26,0.76
-0.74,0.22,0.91
-0.85,-0.00,0.98
-0.79,-0.03,1.13
-0.61,-0.28,1.22
-0.31,-0.33,1.35
-0.09,-0.33,1.50
-0.01,-0.35,1.47
0.12,-0.33,1.25
0.54,-0.47,1.32
0.57,-0.68,1.54
0.56,-0.68,1.42
0.53,-0.52,1.15
0.65,-0.38,1.08
0.59,-0.34,1.11
0.39,-0.28,0.96
0.22,-0.25,0.81
0.21,-0.18,0.75
