-0.05,-0.07,0.96
-0.07,-0.10,0.97
-0.06,-0.09,0.93
0.01,-0.04,0.86
0.07,-0.02,0.85
0.10,-0.04,0.81
0.25,-0.09,0.75
0.68,-0.12,0.74
1.14,-0.19,0.75
1.03,-0.29,0.82
0.58,-0.67,1.19
-0.08,-1.28,1.55
-0.64,-1.51,1.53
-1.02,-1.79,1.87
-0.77,-1.48,1.45
-1.15,-1.22,0.92
-1.43,-1.02,0.51
-1.00,-0.73,0.44
-0.99,-0.63,0.41
-0.78,-0.39,0.16
-0.58,-0.23,0.15
-0.43,-0.18,0.27
-0.46,-0.13,0.23
-0.41,-0.08,0.08
-0.10,0.04,0.13
-0.03,0.01,0.22
-0.05,0.08,0.15
0.17,0.15,0.06
0.27,0.13,0.09
0.64,0.12,0.22
0.90,0.18,0.19
0.82,0.14,0.33
0.95,0.03,0.45
0.84,0.03,0.46
0.90,-0.12,0.64
1.16,-0.22,0.77
0.81,-0.10,1.03
0.91,-0.44,1.34
0.79,-0.57,1.16
0.63,-0.38,1.28
0.85,-0.34,1.28
0.49,-0.50,1.37
0.18,-0.50,1.52
0.14,-0.37,1.28
-0.04,-0.23,1.13
-0.12,-0.19,1.18
-0.05,-0.27,1.17
-0.05,-0.25,1.13
-0.08,-0.19,1.05
-0.07,-0.20,1.01
