-0.06,-0.15,0.96
-0.05,-0.15,0.96
-0.06,-0.13,0.92
-0.07,-0.14,0.93
-0.05,-0.15,0.97
-0.06,-0.13,0.94
-0.09,-0.13,0.92
-0.08,-0.16,0.94
-0.17,-0.16,0.95
-0.02,-0.23,1.30
0.37,-0.48,2.05
0.57,-0.82,2.05
0.99,-1.09,2.05
0.48,-1.03,2.05
-0.21,-0.75,1.09
-0.46,-0.36,0.29
-0.62,-0.12,-0.11
-0.45,0.08,-0.18
-0.29,0.36,-0.41
-0.18,0.46,-0.44
-0.12,0.32,-0.12
0.15,0.13,-0.07
0.23,0.10,0.02
0.57,-0.03,0.04
0.70,-0.16,0.19
0.70,-0.13,0.18
0.47,-0.13,0.34
0.15,-0.16,0.67
-0.25,-0.50,0.85
-0.95,-0.77,1.56
-1.00,-0.98,1.73
-0.69,-0.88,1.66
-0.57,-0.75,1.58
-0.56,-0.57,1.24
-0.51,-0.48,1.16
-0.63,-0.58,1.18
-0.82,-0.60,1.21
-0.90,-0.59,1.02
-0.81,-0.60,0.88
-0.64,-0.71,0.91
-0.09,-0.73,0.78
0.58,-0.57,0.62
1.03,-0.56,0.66
1.18,-0.53,0.68
1.07,-0.51,0.81
0.72,-0.45,0.77
0.44,-0.36,0.70
0.32,-0.26,0.72
0.21,-0.32,0.87
0.10,-0.32,0.91
