0.00,-0.06,0.96
0.05,-0.04,0.93
0.02,-0.05,0.94
-0.05,-0.08,0.97
-0.08,-0.06,0.98
-0.30,0.14,0.99
-1.01,-0.06,1.31
-1.19,-0.56,2.05
-0.24,-1.01,2.05
0.83,-1.14,2.05
1.22,-0.99,1.93
1.25,-0.82,1.20
1.24,-0.59,0.70
1.02,-0.35,0.23
0.81,-0.08,-0.32
0.70,0.16,-0.59
0.54,0.26,-0.63
0.31,0.37,-0.73
-0.13,0.38,-0.78
-0.56,0.39,-0.52
-0.97,0.35,0.04
-1.25,-0.16,0.89
-0.74,-0.45,1.55
-0.01,-0.41,1.92
0.08,-0.46,2.04
0.15,-0.26,2.05
0.28,-0.39,2.02
0.50,-0.43,2.03
0.93,-0.36,1.88
0.64,-0.39,1.51
0.45,-0.25,1.01
0.46,-0.08,0.70
0.42,0.07,0.41
0.34,0.19,0.18
0.16,0.16,-0.12
0.04,0.21,-0.31
-0.16,0.32,-0.31
-0.44,0.17,-0.28
-0.63,0.17,-0.24
-0.89,0.07,0.09
-1.07,-0.14,0.38
-1.10,-0.11,0.56
-1.29,-0.40,1.07
-1.12,-0.70,1.52
-0.63,-0.54,1.30
-0.35,-0.73,1.58
0.29,-0.80,1.99
0.43,-0.59,1.80
0.91,-0.35,1.54
0.95,-0.36,1.45
