-0.04,-0.20,0.98
-0.03,-0.18,0.98
-0.03,-0.15,0.94
-0.02,-0.16,0.94
-0.01,-0.15,0.93
-0.03,-0.15,0.91
-0.07,-0.16,0.90
-0.07,-0.17,0.91
-0.04,-0.17,0.93
-0.06,-0.19,1.15
0.03,-0.37,1.84
0.81,-0.62,2.05
0.90,-0.75,2.05
0.76,-0.95,2.05
0.16,-0.84,1.49
-0.38,-0.57,0.71
-0.47,-0.42,0.39
-0.72,-0.17,-0.06
-0.69,0.24,-0.37
-0.38,0.52,-0.41
-0.19,0.44,-0.22
-0.03,0.24,-0.04
0.11,0.17,-0.04
0.20,0.06,-0.14
0.55,0.10,-0.10
0.74,0.10,0.07
0.75,-0.04,0.28
0.53,-0.04,0.62
-0.11,-0.34,1.05
-0.50,-0.92,1.50
-0.80,-0.90,1.69
-0.92,-0.90,1.69
-0.62,-0.76,1.63
-0.48,-0.62,1.46
-0.60,-0.52,1.19
-0.73,-0.48,1.04
-0.79,-0.43,0.98
-0.84,-0.62,0.95
-0.64,-0.64,0.93
-0.35,-0.63,0.72
0.00,-0.56,0.51
0.63,-0.48,0.52
0.87,-0.69,0.69
1.14,-0.76,0.83
1.08,-0.54,0.72
0.70,-0.53,0.70
0.36,-0.41,0.75
0.34,-0.37,0.81
0.17,-0.32,0.84
0.00,-0.30,0.92
