-0.05,0.02,1.01
-0.07,-0.00,1.07
-0.03,-0.01,1.13
0.01,0.02,1.08
0.01,0.05,1.02
-0.01,0.06,0.97
-0.02,0.11,0.80
-0.04,0.22,0.50
0.18,0.20,0.28
0.71,0.13,0.25
1.04,-0.12,0.55
1.07,-0.29,0.94
0.65,-0.86,1.92
0.32,-1.11,2.05
-0.42,-1.08,2.05
-0.74,-1.02,2.05
-0.89,-0.84,1.66
-1.26,-0.64,1.18
-1.26,-0.52,0.87
-1.03,-0.56,0.84
-0.96,-0.43,0.62
-0.78,-0.28,0.35
-0.75,-0.09,0.18
-0.58,0.06,0.15
-0.38,0.08,0.01
-0.27,0.10,-0.11
-0.02,0.10,-0.12
0.28,0.19,-0.19
0.53,0.18,-0.24
0.89,0.21,-0.01
0.76,0.05,0.19
0.85,-0.12,0.30
1.08,-0.14,0.38
1.05,-0.21,0.66
1.33,-0.37,1.00
1.21,-0.17,1.08
0.99,-0.34,1.34
0.81,-0.57,1.41
0.42,-0.33,1.46
0.24,-0.49,1.60
0.06,-0.36,1.60
-0.10,-0.25,1.54
-0.34,-0.39,1.49
-0.48,-0.42,1.34
-0.59,-0.33,0.98
-0.47,-0.23,0.75
-0.26,-0.15,0.76
-0.20,-0.13,0.83
-0.14,-0.17,0.81
-0.12,-0.11,0.85
