0.04,-0.18,0.93
0.01,-0.17,0.92
0.00,-0.19,0.97
-0.00,-0.24,1.03
-0.12,-0.21,1.00
-0.77,-0.13,1.19
-1.43,-0.41,1.79
-1.03,-0.68,2.05
-0.24,-1.14,2.05
0.60,-1.24,2.05
1.08,-0.92,1.24
1.25,-0.55,0.41
1.25,-0.42,0.17
1.16,-0.30,0.04
1.05,-0.18,-0.16
0.70,0.02,-0.45
0.23,0.04,-0.52
-0.17,0.14,-0.47
-0.50,0.24,-0.47
-0.77,0.38,-0.26
-0.92,0.31,0.04
-1.07,0.20,0.37
-0.63,0.10,0.80
-0.31,-0.40,1.57
-0.09,-0.50,1.80
-0.14,-0.41,1.67
-0.07,-0.44,1.60
0.03,-0.63,1.95
0.21,-0.82,2.05
0.40,-0.79,1.87
0.59,-0.62,1.63
0.51,-0.51,1.40
0.50,-0.30,0.91
0.57,-0.09,0.44
0.47,0.02,0.05
0.24,0.04,-0.25
0.05,0.18,-0.34
-0.06,0.16,-0.32
-0.29,0.13,-0.41
-0.56,0.20,-0.29
-0.75,0.24,-0.21
-1.08,0.21,-0.05
-1.15,0.17,0.38
-0.97,-0.01,0.87
-1.02,-0.27,1.28
-1.03,-0.45,1.41
-0.68,-0.28,1.46
-0.56,-0.23,1.35
-0.50,-0.41,1.45
0.13,-0.58,1.69
