-0.07,0.00,0.97
-0.06,-0.00,0.98
-0.04,0.00,0.99
-0.05,0.00,0.98
-0.05,-0.01,0.97
-0.03,0.00,0.93
-0.02,0.02,0.86
0.20,0.05,0.79
0.66,0.10,0.82
0.88,-0.01,0.92
0.86,-0.20,1.15
0.65,-0.41,1.36
-0.07,-0.97,1.83
-0.40,-1.19,2.05
-0.70,-1.13,1.87
-1.05,-1.03,1.47
-1.41,-0.97,1.16
-1.43,-0.68,0.68
-1.30,-0.49,0.24
-1.20,-0.21,-0.18
-0.86,-0.01,-0.23
-0.48,0.06,-0.21
-0.21,0.17,-0.34
0.04,0.17,-0.36
0.40,0.15,-0.27
0.74,-0.04,-0.10
1.02,-0.16,0.07
1.12,-0.24,0.23
1.22,-0.21,0.39
1.16,-0.26,0.52
1.15,-0.29,0.85
1.24,-0.39,1.05
1.15,-0.36,1.16
0.92,-0.33,1.55
0.68,-0.52,1.62
0.15,-0.46,1.45
-0.28,-0.26,1.49
-0.46,-0.37,1.40
-0.47,-0.29,1.17
-0.49,-0.14,1.00
-0.44,-0.22,0.97
-0.34,-0.19,0.96
-0.30,-0.14,0.95
-0.26,-0.09,0.91
-0.15,-0.07,0.83
-0.10,-0.08,0.79
-0.21,-0.18,0.79
-0.17,-0.09,1.00
-0.12,-0.12,0.92
-0.15,-0.11,0.95
