-0.01,-0.09,0.97
-0.02,-0.10,0.96
-0.01,-0.09,0.95
-0.01,-0.08,0.94
-0.02,-0.09,0.94
-0.05,-0.09,0.96
-0.26,-0.04,0.99
-0.75,-0.03,1.18
-1.03,-0.40,1.85
-0.52,-0.64,2.05
0.20,-0.66,2.05
0.58,-0.88,2.05
0.86,-0.96,1.72
0.97,-0.75,0.88
1.09,-0.45,0.38
1.07,-0.19,-0.08
0.91,-0.03,-0.35
0.63,0.08,-0.54
0.43,0.21,-0.67
-0.07,0.32,-0.80
-0.52,0.47,-0.60
-0.78,0.54,-0.12
-0.86,0.09,0.67
-0.85,-0.35,1.39
-0.42,-0.41,1.62
-0.32,-0.40,1.78
-0.21,-0.14,1.69
-0.31,-0.19,1.52
-0.10,-0.29,1.76
0.29,-0.48,1.86
0.49,-0.52,1.82
0.62,-0.53,1.65
0.75,-0.42,1.30
0.63,-0.24,0.93
0.46,-0.11,0.46
0.30,0.04,0.13
0.12,0.08,-0.23
-0.07,0.18,-0.50
-0.31,0.27,-0.60
-0.55,0.24,-0.53
-0.69,0.30,-0.32
-0.90,0.36,0.00
-1.06,0.15,0.37
-1.00,0.13,0.55
-1.28,-0.23,1.05
-0.94,-0.51,1.40
-0.31,-0.54,1.62
0.05,-0.51,1.88
-0.04,-0.56,1.93
-0.02,-0.43,1.58
