0.01,-0.06,0.97
0.02,-0.06,0.95
-0.01,-0.05,0.94
-0.01,-0.07,0.97
-0.01,-0.07,0.98
-0.02,-0.07,0.99
0.06,-0.10,1.12
0.15,-0.11,1.72
0.38,-0.19,2.05
0.02,-0.37,2.05
-0.17,-0.69,2.05
-0.22,-0.83,1.75
-0.45,-0.52,0.75
-0.41,0.00,-0.24
-0.28,0.24,-0.36
-0.10,0.41,-0.39
-0.07,0.44,-0.15
-0.33,0.20,0.24
-0.48,0.03,0.57
-0.38,0.09,0.77
-0.41,0.09,0.65
-0.30,-0.11,0.70
-0.08,-0.35,0.95
0.66,0.17,0.75
0.94,0.39,0.67
0.67,0.12,1.01
0.40,-0.12,1.06
0.28,-0.12,0.98
0.14,-0.10,0.84
0.15,-0.09,0.60
0.19,0.02,0.25
0.21,0.17,-0.18
0.21,0.40,-0.29
0.24,0.03,0.37
0.21,-0.77,1.61
0.29,-1.01,2.05
0.36,-0.88,2.05
0.44,-0.59,1.76
0.25,-0.33,1.35
0.32,-0.24,1.09
0.48,-0.25,0.93
0.75,-0.25,0.75
1.17,-0.31,0.63
1.12,-0.46,0.76
1.04,-0.56,0.76
0.75,-0.36,0.71
0.09,-0.10,0.68
-0.68,-0.32,0.80
-1.16,-0.36,0.94
-0.73,0.00,0.89
