-0.02,-0.25,0.90
-0.03,-0.25,0.89
-0.03,-0.27,0.92
-0.02,-0.25,0.90
-0.04,-0.26,0.91
-0.03,-0.27,0.97
-0.05,-0.34,1.23
0.41,-0.55,1.81
0.52,-0.65,2.05
0.65,-0.78,2.05
0.42,-0.65,1.85
0.01,-0.51,1.22
-0.41,-0.07,0.18
-0.53,0.21,-0.25
-0.35,0.30,-0.15
-0.23,0.20,-0.00
-0.19,0.00,0.20
-0.17,-0.12,0.24
0.14,-0.12,0.31
0.30,-0.15,0.31
0.41,-0.15,0.23
0.52,-0.16,0.25
0.61,-0.16,0.39
0.50,-0.13,0.65
0.07,-0.26,0.73
-0.50,-0.49,0.84
-0.82,-0.60,1.07
-0.78,-0.82,1.36
-0.66,-0.92,1.52
-0.46,-0.71,1.50
-0.40,-0.68,1.38
-0.35,-0.59,1.26
-0.56,-0.46,1.12
-0.69,-0.42,0.98
-0.79,-0.46,0.82
-0.71,-0.57,0.72
-0.38,-0.63,0.62
0.12,-0.67,0.71
0.65,-0.68,0.75
1.01,-0.64,0.71
1.09,-0.58,0.66
0.87,-0.57,0.70
0.73,-0.47,0.73
0.60,-0.36,0.74
0.36,-0.34,0.84
0.18,-0.30,0.84
0.17,-0.22,0.89
0.08,-0.23,0.92
0.02,-0.20,0.90
-0.06,-0.22,0.92
