-0.15,0.03,0.96
-0.16,0.02,0.97
-0.15,-0.00,0.98
-0.14,0.01,0.97
-0.14,0.01,0.98
-0.12,0.02,0.98
-0.11,0.02,0.99
-0.12,0.04,0.97
-0.12,0.04,0.95
-0.09,0.04,0.94
-0.04,0.08,0.83
0.05,0.12,0.71
0.20,0.12,0.48
0.20,0.26,0.21
-0.12,0.44,0.07
-0.36,0.35,-0.04
-0.70,-0.04,0.31
-1.02,-0.67,0.78
-0.66,-0.69,1.24
-0.44,-0.72,1.21
-0.62,-0.67,1.17
-0.03,-0.74,1.41
0.08,-0.92,1.57
0.17,-0.77,1.18
0.64,-0.47,1.06
0.66,-0.43,1.11
0.49,-0.35,0.90
0.36,-0.34,0.80
0.44,-0.34,0.81
0.40,-0.43,0.72
0.46,-0.38,0.87
0.27,-0.39,0.80
0.10,-0.29,0.80
0.04,-0.35,0.79
0.00,-0.40,0.86
0.04,-0.34,0.84
0.03,-0.32,0.81
-0.04,-0.39,0.85
-0.01,-0.37,0.85
0.05,-0.37,0.89
0.07,-0.38,0.93
0.07,-0.37,0.91
0.06,-0.40,0.91
0.05,-0.38,0.86
0.02,-0.37,0.81
-0.01,-0.39,0.83
-0.01,-0.37,0.82
-0.01,-0.35,0.80
-0.02,-0.39,0.82
-0.02,-0.42,0.84
