0.00,-0.49,0.69
0.00,-0.48,0.66
-0.15,-0.61,0.69
-0.37,-0.75,0.75
-0.37,-0.76,0.72
-0.40,-0.73,0.68
-0.39,-0.66,0.67
-0.30,-0.55,0.58
-0.28,-0.56,0.56
-0.17,-0.52,0.54
-0.08,-0.47,0.51
-0.02,-0.48,0.53
0.04,-0.57,0.57
0.12,-0.60,0.61
0.15,-0.70,0.64
0.33,-0.85,0.76
0.45,-0.85,0.82
0.32,-0.83,0.76
0.24,-0.77,0.70
0.21,-0.78,0.73
0.28,-0.68,0.70
0.21,-0.57,0.68
0.11,-0.58,0.75
0.03,-0.56,0.76
0.17,-0.53,0.74
0.12,-0.39,0.75
0.16,-0.32,0.77
0.17,-0.26,0.67
0.22,-0.25,0.69
0.23,-0.22,0.70
0.29,-0.16,0.67
0.21,-0.22,0.72
0.20,-0.27,0.79
0.20,-0.21,0.71
0.15,-0.29,0.73
0.16,-0.39,0.81
0.18,-0.42,0.84
0.13,-0.44,0.82
0.14,-0.48,0.89
0.10,-0.49,0.87
0.16,-0.51,0.84
0.21,-0.57,0.90
0.22,-0.51,0.83
0.20,-0.53,0.85
0.29,-0.50,0.81
0.31,-0.51,0.83
0.31,-0.53,0.84
0.31,-0.50,0.82
0.28,-0.45,0.79
0.30,-0.38,0.76
