-0.14,-0.22,0.89
-0.11,-0.24,0.90
-0.10,-0.21,0.89
-0.10,-0.25,0.90
-0.10,-0.29,0.94
-0.07,-0.27,0.90
0.13,-0.23,0.86
0.46,-0.23,0.82
0.81,-0.26,0.79
0.74,-0.28,0.79
0.40,-0.64,1.20
-0.27,-1.35,1.88
-0.76,-1.66,2.05
-1.13,-1.57,1.67
-1.37,-1.27,1.20
-1.43,-1.04,0.90
-1.36,-0.78,0.51
-1.20,-0.54,0.16
-1.11,-0.14,-0.03
-0.81,-0.07,-0.11
-0.61,-0.03,-0.08
-0.37,0.09,-0.15
-0.07,0.21,-0.22
0.13,0.28,-0.17
0.32,0.19,-0.15
0.69,0.18,0.01
0.69,0.11,0.15
0.93,-0.06,0.24
0.94,-0.13,0.27
0.94,-0.19,0.35
1.03,-0.33,0.55
0.89,-0.37,0.68
0.89,-0.51,0.74
0.96,-0.46,0.83
1.02,-0.58,1.02
0.81,-0.94,1.18
0.71,-0.66,1.27
0.49,-0.86,1.46
0.19,-1.00,1.37
0.11,-0.64,1.32
-0.09,-0.68,1.34
-0.43,-0.52,1.20
-0.65,-0.33,1.02
-0.68,-0.30,0.84
-0.63,-0.15,0.79
-0.57,-0.15,0.73
-0.38,-0.23,0.74
-0.31,-0.28,0.72
-0.30,-0.26,0.76
-0.15,-0.26,0.81
