-0.06,0.04,0.99
-0.06,0.05,0.98
-0.08,0.06,0.98
-0.07,0.05,0.99
-0.06,0.06,0.99
-0.07,0.06,0.98
-0.10,0.08,0.94
-0.17,0.15,0.87
-0.45,0.20,0.78
-0.92,0.26,0.62
-1.14,0.21,0.61
-0.65,-0.15,0.96
-0.19,-0.61,1.43
0.55,-0.99,2.04
0.87,-1.24,2.05
1.05,-1.10,2.05
1.14,-0.69,1.49
1.08,-0.42,1.02
1.00,-0.25,0.80
0.92,-0.09,0.52
0.74,-0.01,0.36
0.66,0.06,0.25
0.50,0.09,0.21
0.34,0.04,0.10
0.16,0.07,-0.03
-0.04,0.12,-0.11
-0.22,0.06,-0.01
-0.44,0.15,0.03
-0.69,0.09,0.04
-0.97,0.15,0.01
-1.33,0.18,0.26
-1.22,0.28,0.93
-1.07,0.14,0.82
-0.90,0.10,0.95
-0.79,-0.27,1.46
-0.48,-0.35,1.65
-0.22,-0.42,1.67
0.18,-0.63,1.79
0.43,-0.71,1.65
0.73,-0.69,1.52
0.72,-0.64,1.51
0.57,-0.42,1.21
0.44,-0.29,0.99
0.47,-0.12,0.84
0.42,-0.10,0.84
0.25,-0.11,0.78
0.20,-0.02,0.68
0.17,0.06,0.67
0.08,0.06,0.76
-0.00,0.04,0.84
