-0.06,-0.15,1.02
-0.08,-0.11,0.97
-0.11,-0.10,0.94
-0.09,-0.07,0.90
-0.09,-0.04,0.89
-0.16,-0.02,0.84
-0.41,0.04,0.69
-0.75,0.20,0.52
-0.95,0.10,0.50
-0.89,-0.15,0.81
-0.45,-0.51,1.29
0.11,-0.92,1.62
0.66,-1.29,1.82
1.15,-1.46,2.05
1.51,-1.23,1.81
1.60,-1.00,1.29
1.44,-0.79,0.95
1.24,-0.62,0.77
0.98,-0.44,0.63
0.74,-0.25,0.43
0.54,-0.10,0.30
0.42,0.01,0.22
0.18,0.09,0.07
0.12,0.10,-0.07
-0.03,0.11,-0.19
-0.08,0.07,-0.13
-0.28,-0.01,0.01
-0.50,0.08,-0.06
-0.74,0.14,0.09
-0.79,0.13,0.42
-0.85,0.26,0.43
-1.05,0.34,0.61
-1.12,0.30,0.99
-0.95,0.36,1.07
-0.80,0.15,1.24
-0.71,-0.01,1.28
-0.52,0.05,1.17
-0.28,-0.14,1.37
-0.02,-0.56,1.67
0.23,-0.59,1.60
0.49,-0.54,1.39
0.77,-0.56,1.25
0.41,-0.60,1.41
0.49,-0.43,1.17
0.56,-0.35,1.09
0.45,-0.29,1.02
0.40,-0.28,1.02
0.31,-0.16,0.88
0.12,-0.14,0.75
0.01,-0.11,0.71
