-0.09,-0.22,0.92
-0.08,-0.21,0.91
-0.09,-0.21,0.93
-0.08,-0.23,0.93
-0.07,-0.21,0.92
-0.10,-0.22,0.91
-0.13,-0.22,0.90
-0.25,-0.20,1.10
0.18,-0.61,2.02
0.73,-0.95,2.05
0.57,-1.06,2.05
0.38,-1.10,2.05
-0.10,-0.77,1.27
-0.46,-0.33,0.29
-0.45,-0.04,0.01
-0.52,0.27,-0.43
-0.46,0.55,-0.62
-0.22,0.57,-0.38
-0.01,0.38,-0.13
0.05,0.25,0.08
0.20,0.06,0.18
0.37,-0.13,0.26
0.49,-0.14,0.25
0.58,-0.12,0.20
0.67,-0.08,0.25
0.46,0.03,0.41
0.02,-0.03,0.50
-0.46,-0.47,0.87
-0.89,-1.07,1.67
-0.66,-0.97,1.85
-0.65,-1.00,1.92
-0.34,-0.88,1.86
-0.25,-0.65,1.48
-0.39,-0.56,1.05
-0.40,-0.43,0.94
-0.44,-0.44,1.05
-0.69,-0.32,0.99
-0.91,-0.49,1.00
-0.93,-0.73,0.94
-0.44,-0.60,0.78
0.22,-0.60,0.70
0.76,-0.56,0.74
1.27,-0.49,0.82
1.06,-0.47,0.95
0.52,-0.65,0.89
0.57,-0.37,0.61
0.50,-0.16,0.69
0.15,-0.27,0.83
0.11,-0.24,0.86
0.12,-0.20,0.93
