-0.06,-0.07,0.96
-0.07,-0.06,0.96
-0.03,-0.08,0.96
0.01,-0.11,0.96
-0.03,-0.11,0.96
-0.25,-0.10,0.97
-0.60,-0.16,1.08
-1.17,-0.14,1.25
-0.75,-0.65,2.02
0.24,-0.68,2.05
0.61,-0.76,1.94
1.03,-0.95,2.05
1.04,-0.95,1.61
0.81,-0.82,0.93
0.84,-0.61,0.55
0.75,-0.35,0.12
0.70,-0.12,-0.35
0.64,0.06,-0.56
0.23,0.28,-0.90
-0.15,0.49,-0.97
-0.39,0.52,-0.52
-0.84,0.44,0.07
-1.06,0.05,0.59
-0.91,-0.32,1.31
-0.31,-0.51,1.80
-0.17,-0.47,2.01
-0.27,-0.22,1.77
-0.00,-0.45,1.80
0.36,-0.49,1.91
0.69,-0.45,1.75
0.73,-0.49,1.56
0.81,-0.44,1.24
0.58,-0.33,0.78
0.40,-0.13,0.35
0.28,-0.07,0.08
0.11,0.12,0.06
-0.20,0.14,-0.04
-0.33,0.22,-0.11
-0.48,0.22,-0.09
-0.58,0.29,-0.10
-0.68,0.34,-0.08
-0.70,0.23,0.07
-0.83,0.01,0.27
-0.83,-0.16,0.48
-1.00,-0.31,0.77
-0.86,-0.51,1.29
-0.31,-0.66,1.82
-0.58,-0.78,1.98
-0.20,-0.60,1.87
0.48,-0.47,1.77
