-0.02,-0.35,0.80
-0.04,-0.31,0.80
-0.10,-0.32,0.81
-0.09,-0.36,0.84
-0.09,-0.37,0.83
-0.07,-0.37,0.83
0.00,-0.39,0.89
0.11,-0.58,1.38
-0.09,-0.90,2.05
-0.06,-1.24,2.05
0.00,-1.26,2.03
-0.17,-0.96,1.19
-0.20,-0.17,0.16
-0.13,0.27,-0.27
-0.03,0.45,-0.27
-0.14,0.38,-0.09
-0.27,0.17,0.39
-0.66,-0.12,0.62
-1.07,-0.25,0.85
-1.35,-0.32,0.93
-0.88,-0.51,0.94
-0.06,-0.49,0.86
0.51,-0.22,0.77
0.65,-0.05,0.61
0.69,-0.14,0.58
0.70,-0.24,0.85
0.60,-0.09,0.68
0.45,-0.00,0.38
0.32,-0.04,0.27
0.24,0.02,0.17
0.15,0.18,-0.05
0.08,0.39,-0.14
0.17,0.07,0.28
0.34,-0.48,1.03
0.57,-0.99,1.73
0.55,-1.21,1.96
0.56,-0.81,1.60
0.57,-0.53,1.29
0.47,-0.55,1.26
0.49,-0.55,0.99
0.79,-0.52,0.62
1.05,-0.48,0.38
1.10,-0.56,0.46
1.14,-0.50,0.50
0.49,-0.23,0.79
-0.09,-0.08,1.20
-0.47,0.12,1.11
-0.99,0.05,1.20
-0.69,0.22,0.96
-0.29,0.17,1.06
